 IBDRY ENLAY HSEA DEO TSCDF WFC PEP NVS GBPEUR USDEUR CHFEUR 
10-10-2008 27,75 6,15 19,445 55,76 27,265 57,995 43,795 1,12851 0,793168 0,676773 
9-10-2008 31,835 7,075 21,2 58,985 29,625 61,98 46,865 1,12116 0,787523 0,673904 
8-10-2008 34,175 7,4 22,23 60,57 31,49 64,275 50,365 1,11508 0,780962 0,671272 
7-10-2008 36,825 7,7 23,5 62,87 32,795 66,27 53,085 1,11396 0,777661 0,669812 
6-10-2008 37,275 7,55 23,195 59,67 33,7 67,01 52,345 1,11408 0,776466 0,669272 
3-10-2008 40,08 8,3 24,405 65,56 36,725 70,13 53,325 1,12686 0,774204 0,667011 
2-10-2008 40,225 8,175 23,79 67,74 36,335 71,505 52,115 1,14315 0,77251 0,664564 
1-10-2008 41,555 8,2 23,225 69,025 37,545 71,415 53,135 1,14342 0,771579 0,664564 
30-9-2008 39,65 8,325 23,295 68,355 36,4 70,785 52,385 1,1382 0,775023 0,667354 
29-9-2008 40,575 8,3 23,32 69,25 35,83 70,545 52,96 1,12498 0,7766 0,670627 
26-9-2008 43,475 8,8 24,565 73,07 35,625 71,215 54,92 1,11217 0,773881 0,671671 
25-9-2008 42,87 8,85 24,96 74,555 34,91 71,14 55,2 1,11158 0,778644 0,671671 
24-9-2008 42,28 8,725 24,675 72,815 34,915 70,315 54,24 1,12508 0,782206 0,669064 
23-9-2008 42,2 8,75 24,56 72,5 35,31 71,45 54,19 1,11674 0,774179 0,669064 
22-9-2008 41,9 8,7 24,785 73,24 36,75 72 52,75 1,08327 0,761134 0,662904 
19-9-2008 40,625 8,55 24,65 75,87 40,88 73,785 52,425 1,07301 0,756332 0,663405 
18-9-2008 39,475 7,875 22,29 70,92 35,91 72,9 52,895 1,06376 0,762285 0,665983 
17-9-2008 39,605 8,225 23,16 72,455 34,075 72,515 53,315 1,06058 0,769709 0,66672 
16-9-2008 40,205 8,05 23,67 73,335 33,06 72,305 53,385 1,06436 0,769661 0,666917 
15-9-2008 40,445 8,175 25,13 73,955 33 72,82 53,585 1,06859 0,771155 0,669394 
12-9-2008 42,24 8,425 25,61 74,405 33,735 72,63 54,115 1,07765 0,772784 0,675138 
11-9-2008 40,395 8,2 25,525 73,01 32,23 71,86 53,24 1,09567 0,764112 0,674164 
10-9-2008 40,95 8,25 25,775 73,69 31,3 71,205 53,9 1,1091 0,753795 0,672546 
9-9-2008 42,58 8,4 25,65 75,055 32,455 70,675 52,88 1,10737 0,756035 0,675516 
8-9-2008 44,27 8,55 25,995 73,57 32,895 69,875 52,76 1,10737 0,759057 0,678552 
5-9-2008 43,155 8,55 26,075 71,805 30,065 68,645 53,24 1,10339 0,75562 0,675928 
4-9-2008 46,395 8,825 25,995 72,87 30,26 69,065 53,915 1,1103 0,750604 0,671602 
3-9-2008 47,665 9,025 26,125 73,08 30,985 68,89 54,875 1,12139 0,744794 0,667809 
2-9-2008 48,19 9,2 26,775 75,06 31,2 69,705 54,95 1,11872 0,738677 0,666736 
29-8-2008 48,265 9,275 26,2 74,415 30,205 68,955 55,835 1,1069 0,734415 0,666235 
28-8-2008 48,58 9,175 26,085 73,17 29,71 69,17 55,885 1,09799 0,738164 0,664698 
27-8-2008 48,1 9,05 26,005 72,62 28,76 68,735 54,99 1,07668 0,735705 0,664602 
26-8-2008 47,3 9,025 25,83 72,445 28,675 68,885 54,615 1,0527 0,723749 0,665589 
25-8-2008 47,3 9,075 25,905 74,04 28,885 69,325 55,465 1,04551 0,717448 0,666798 
22-8-2008 47,8 9,125 25,83 73,91 29,18 69,795 55,24 1,04143 0,714441 0,670066 
21-8-2008 47,275 9,05 25,765 72,95 28,36 69,155 55,505 1,03039 0,711212 0,67146 
20-8-2008 47,29 9,1 25,795 72,965 28,09 69,885 55,425 1,02914 0,707786 0,670515 
19-8-2008 47,2 9,125 25,58 73,51 27,94 69,86 56,055 1,03479 0,707585 0,667382 
18-8-2008 48 9,2 25,745 74,025 29,215 70,1 56,14 1,04347 0,713131 0,664529 
15-8-2008 48,1 9,075 25,5 74,06 29,87 70,1 56,47 1,05326 0,714487 0,662275 
14-8-2008 49,035 9,19 25,385 73,35 29,735 69,98 56,77 1,05689 0,715664 0,659552 
13-8-2008 50,15 9,375 25,53 74,04 29,665 69,67 57,04 1,06123 0,715456 0,654413 
12-8-2008 50,655 9,25 25,94 75,715 30,805 69,4 56,87 1,06767 0,716482 0,651163 
11-8-2008 51,195 9,55 26,005 76,515 31,135 69,12 57,705 1,07073 0,708738 0,650083 
8-8-2008 51,05 9,55 26,155 75,685 29,61 68,655 57,665 1,07883 0,698128 0,644179 
7-8-2008 51,925 9,53 26,145 73,66 29,595 68,15 57,855 1,10448 0,715402 0,635669 
6-8-2008 51,405 9,51 25,97 73,505 30,535 68,25 57,8 1,11544 0,733368 0,632662 
5-8-2008 52,37 9,6 25,95 72,9 30,965 68,18 60,52 1,11738 0,743002 0,634276 
4-8-2008 52,16 9,625 25,915 71,1 30,105 67,29 60,815 1,12486 0,752143 0,636483 
1-8-2008 53,545 9,4 25,785 70,015 30,175 66,88 59,14 1,13681 0,764817 0,639474 
31-7-2008 54,425 9,3 25,795 70,29 30,625 66,925 59,69 1,14414 0,773133 0,641563 
30-7-2008 51,65 9,3 25,725 70,545 30,685 67,1 59,485 1,15126 0,777047 0,641854 
29-7-2008 50,28 9,1 25,72 70,16 29,095 66,895 58,84 1,15498 0,782141 0,643132 
28-7-2008 50,15 9,1 25,55 70,81 28,735 66,795 58,695 1,15651 0,786797 0,647087 
25-7-2008 49,85 9,375 25,67 71,225 29,26 67,335 59,11 1,16245 0,78822 0,651859 
24-7-2008 50,215 9,025 25,68 72,325 29,905 67,48 59,575 1,17238 0,789496 0,653528 
23-7-2008 52,51 9 25,53 72,915 30,915 66,685 58,015 1,18479 0,790251 0,654618 
22-7-2008 52,025 9,15 25,63 71,885 28,62 65,24 58,535 1,20204 0,789053 0,6514 
21-7-2008 53,84 9,025 25,67 72,525 27,95 65,03 57,725 1,2038 0,782908 0,647965 
18-7-2008 54,6 8,875 25,25 73,335 27,38 65,275 57,085 1,18969 0,773456 0,64608 
17-7-2008 53,47 7,65 25,225 73,865 27,135 65,42 57 1,18166 0,772275 0,64685 
16-7-2008 50,95 8,6 23,87 71,445 25,26 65,59 56,655 1,17752 0,779857 0,648006 
15-7-2008 50,475 8,65 22,79 70,09 21,64 64,99 56,705 1,18235 0,790597 0,649475 
14-7-2008 51,975 8,85 25,35 69,875 22,74 64,915 56,535 1,18731 0,796209 0,652647 
11-7-2008 52,275 9,035 25,675 69,405 22,945 64,645 56,77 1,18961 0,796277 0,65742 
10-7-2008 53,25 9,175 25,875 70,62 23,525 65,255 58,19 1,18821 0,791828 0,658174 
9-7-2008 53,775 9,375 26,05 71,56 24,365 65,625 58,095 1,18365 0,792035 0,66099 
8-7-2008 54,865 9,325 25,995 70,295 23,835 66,195 57,49 1,1737 0,792916 0,662995 
7-7-2008 57,77 9,45 25,945 70,035 23,5 66,545 55,96 1,1778 0,795958 0,667122 
3-7-2008 52,88 9,325 25,99 71,345 23,89 66,31 56,72 1,20067 0,799149 0,672464 
2-7-2008 51,94 9,3 25,865 71,245 24,165 65,22 56,835 1,22176 0,793615 0,670507 
1-7-2008 51,355 9,175 25,985 72,38 23,63 63,905 54,895 1,22672 0,784187 0,665751 
30-6-2008 52,675 9,575 25,525 74,185 23,895 64,085 55,18 1,22851 0,781538 0,66436 
27-6-2008 51,625 9,6 26,1 73,09 24,105 64,6 53,49 1,23195 0,782926 0,666892 
26-6-2008 51,775 9,625 25,9 74,11 24,69 65,175 54,02 1,23362 0,776179 0,665473 
25-6-2008 53,075 9,625 26,19 73,4 25,88 65,025 53,41 1,23691 0,777625 0,666143 
24-6-2008 52,15 9,625 26,015 72,875 24,795 64,045 53,445 1,24984 0,784336 0,672325 
23-6-2008 52,25 10,4 25,995 73,92 24,335 64,84 51,535 1,26096 0,78341 0,676289 
20-6-2008 53,125 10,25 26,12 73,065 24,7 65,51 51,835 1,26254 0,778476 0,677768 
19-6-2008 54,77 10,375 26,17 73,155 25,135 65,59 50,66 1,26163 0,771755 0,678605 
18-6-2008 54,175 10,345 26,285 74,47 25,31 65,425 50,445 1,25636 0,789197 0,685081 
17-6-2008 55,355 10,415 26,15 75,47 26,235 66,055 50,01 1,24879 0,800077 0,689354 
16-6-2008 55,55 10,4 26,315 75,295 26,3 66,505 50,3 1,25224 0,796386 0,684551 
13-6-2008 56 10,35 26,15 75,775 25,945 67,465 50,02 1,2617 0,788078 0,6754 
12-6-2008 55,38 10,5 26,005 75,335 26,21 67,765 50,42 1,26704 0,77779 0,668741 
11-6-2008 54,73 10,6 25,95 76,775 25,83 67,635 50,595 1,27747 0,766813 0,66277 
10-6-2008 54,325 10,825 26,01 77,535 25,65 66,78 51,16 1,28904 0,751122 0,654722 
9-6-2008 55,17 11,15 26,155 78,085 25,345 65,305 52,05 1,28983 0,745477 0,65457 
6-6-2008 55,08 11,1 26,15 77,96 26,07 66,245 52,3 1,28641 0,744847 0,655478 
5-6-2008 55,975 11,15 26,07 78,985 27,04 66,91 51,955 1,28307 0,740753 0,652156 
4-6-2008 56,25 11,45 26,105 77,335 26,6 66,735 52,605 1,28248 0,734592 0,646965 
3-6-2008 55,925 11,23 26,125 77,66 27,015 67,24 53,35 1,27519 0,733651 0,647313 
2-6-2008 56,525 11,125 26,295 77,355 27,125 67,645 53,685 1,26847 0,739902 0,652009 
30-5-2008 57,575 11,225 26,325 78,485 27,895 68,465 52,295 1,26853 0,740438 0,652876 
29-5-2008 57,27 11,125 26,395 78,475 27,69 68,485 52,61 1,26944 0,732388 0,647592 
28-5-2008 57,875 11,25 26,435 78,04 27,25 68,4 52,12 1,283 0,734831 0,645755 
27-5-2008 58,77 11,325 26,3 77,205 27,585 68,575 52,915 1,28967 0,736461 0,645109 
23-5-2008 58,57 11,375 26,31 78,32 27,69 68,13 53,035 1,28989 0,732116 0,644965 
22-5-2008 59,175 11,425 26,15 78,375 27,995 68,085 52,725 1,27991 0,723666 0,640261 
21-5-2008 59,58 11,175 26,285 79,015 27,93 67,685 53,235 1,2671 0,715292 0,634859 
20-5-2008 60,495 11,175 26,13 79,795 28,04 67,59 52,4 1,26132 0,705972 0,633975 
19-5-2008 60,55 11,175 26,13 80,295 28,92 67,81 52,81 1,25836 0,696877 0,633485 
16-5-2008 59,625 10,93 26,18 80,68 29,13 68,1 51,295 1,25961 0,689184 0,629663 
15-5-2008 60,415 10,8 26,17 79,41 29,155 67,73 50,995 1,26198 0,683375 0,627392 
14-5-2008 60,35 10,825 26,05 79,955 29,1 67,51 50,17 1,26227 0,680036 0,627162 
13-5-2008 59,6 10,675 26,125 80,61 29,43 67,265 50,615 1,26116 0,680036 0,627523 
12-5-2008 59,335 10,675 25,645 82,19 29,645 67,335 50,4 1,25915 0,680771 0,627487 
9-5-2008 57,735 10,6 25,825 81,05 29,475 67,36 50,86 1,26363 0,687957 0,62587 
8-5-2008 57,905 10,65 25,915 80,65 29,595 67,83 51,27 1,26577 0,692821 0,627821 
7-5-2008 57,43 10,635 25,8 81,635 30,52 68,48 50,69 1,26361 0,699127 0,631284 
6-5-2008 57,975 11,1 26,2 81,655 31,05 68,295 51,19 1,26047 0,704136 0,630316 
5-5-2008 58,42 11,1 25,935 82,625 31,025 69,02 50,77 1,25908 0,702343 0,629695 
2-5-2008 58,525 11,1 25,91 82,265 31,67 69,295 51,065 1,25951 0,70137 0,624964 
1-5-2008 58,1 10,81 26,135 82,06 30,76 68,39 50,195 1,25894 0,70806 0,625056 
30-4-2008 58,45 10,835 26,375 82,215 30,08 68,6 50,555 1,25256 0,713835 0,628785 
29-4-2008 58,505 11,25 26,35 79,97 30,085 68,14 50,425 1,24657 0,708261 0,626995 
28-4-2008 60,075 11,3 25,825 81,51 30,4 67,995 50,345 1,24413 0,705041 0,625408 
25-4-2008 59,85 25,72 81,875 30,18 67,78 50,65 1,24062 0,700619 0,624843 
24-4-2008 59,975 25,7 81,81 29,455 68,795 50,08 1,23446 0,697378 0,625933 
23-4-2008 60,125 25,71 81,77 29,11 69,38 49,475 1,22851 0,691321 0,624252 
22-4-2008 60,1 25,75 82,73 29,27 69,24 49,02 1,22851 0,689833 0,622529 
21-4-2008 61,025 25,835 82,685 29,5 70,3 49,36 1,23079 0,68609 0,621393 
18-4-2008 61,825 25,9 83,485 30,645 70,725 47,425 1,23584 0,682527 0,619991 
17-4-2008 60,93 25,975 83,215 29,245 70,825 46,46 1,24187 0,680115 0,618988 
16-4-2008 61,2 25,525 83,205 29,415 71,035 47,135 1,24697 0,678827 0,619512 
15-4-2008 59,775 25,05 83,445 27,55 71,12 46,955 1,25357 0,680668 0,619636 
14-4-2008 58,205 25,725 84,2 27,495 71,395 46,765 1,25466 0,679957 0,618379 
11-4-2008 58,47 25,375 83,175 28,37 71,47 47,555 1,25274 0,676966 0,616417 
10-4-2008 59,6 25,325 84,63 28,98 71,41 47,98 1,25577 0,675847 0,616377 
9-4-2008 59,4 25,375 84,1 29,595 70,975 49,36 1,26224 0,676545 0,618253 
8-4-2008 60,605 25,625 84,565 29,995 71,41 50,165 1,26466 0,678942 0,619396 
7-4-2008 61,35 25,26 85,295 31,27 71,605 50,375 1,26762 0,680033 0,620187 
4-4-2008 62,225 25,5 85,675 30,76 71,71 51,99 1,26914 0,679948 0,620407 
3-4-2008 60,85 25,19 84,575 30,5 71,48 51,305 1,26488 0,677611 0,619659 
2-4-2008 61,775 84,12 31,03 71,585 51,615 1,25917 0,671317 0,61726 
1-4-2008 61,9 83,645 30,82 71,605 51,1 1,26992 0,670746 0,617122 
31-3-2008 62,18 81,195 29,33 71,815 51,135 1,27893 0,669902 0,617109 
28-3-2008 63,675 82,55 29,865 71,7 51,27 1,28012 0,667201 0,616666 
27-3-2008 65,305 83,85 30,625 71,42 50,855 1,27403 0,659657 0,614672 
26-3-2008 65,575 83,675 30,97 71,405 49,685 1,26284 0,647971 0,613006 
25-3-2008 63,455 81,765 31,915 71,7 50,12 1,26284 0,645982 0,613094 
24-3-2008 63,225 81 32,765 71,39 49,075 1,26275 0,643551 0,612758 
20-3-2008 62,7 79,825 31,775 70,71 48,65 1,26606 0,642068 0,612354 
19-3-2008 63,925 80,51 31,36 70,615 48,68 1,26955 0,642008 0,612135 
18-3-2008 65,325 81,75 30,615 69,765 47,83 1,27052 0,64137 0,612627 
17-3-2008 64,685 79,075 28,205 69 47,155 1,26952 0,639965 0,61368 
14-3-2008 65,525 81,385 29,03 68,89 47,505 1,26663 0,636616 0,614263 
13-3-2008 65,905 82,135 28,845 69 48,21 1,26632 0,636239 0,61424 
12-3-2008 64,435 82,14 30,515 69,86 48,225 1,26861 0,637076 0,614337 
11-3-2008 65,055 81,42 29,785 69,705 47,82 1,26874 0,636689 0,614361 
10-3-2008 61,875 80,77 27,995 69,31 47,38 1,26373 0,632881 0,615254 
7-3-2008 60,83 81,025 28,26 69,8 47,83 1,25853 0,629796 0,616936 
6-3-2008 61,075 81,7 28,28 70,43 47,945 1,25925 0,630632 0,617036 
5-3-2008 59,525 82,045 29,295 69,86 48,49 1,26172 0,631036 0,618224 
4-3-2008 57,525 81,855 28,455 69,84 48,105 1,26151 0,630381 0,620979 
3-3-2008 56,775 82,4 28,735 69,71 48,93 1,25858 0,628587 0,621821 
29-2-2008 58,4 82,61 29,715 70,01 49,425 1,25394 0,628026 0,619217 
28-2-2008 58,78 84,515 30,985 70,78 50,425 1,24954 0,62844 0,61725 
27-2-2008 59,02 85,18 31,485 71,365 49,91 1,25149 0,630381 0,617388 
26-2-2008 57,675 83,975 31,495 71,235 49,92 1,25706 0,636119 0,617239 
25-2-2008 56,905 82,695 31,28 71,445 50,2 1,25714 0,637572 0,618369 
22-2-2008 57,875 82,055 30,945 71,015 50,085 1,25857 0,637572 0,620111 
21-2-2008 59,175 82,06 30,885 71,255 49,69 1,26118 0,637644 0,620564 
20-2-2008 58,875 81,105 30,04 71,03 49,49 1,25993 0,634697 0,620925 
19-2-2008 60,48 82,575 30,115 71,795 50,26 1,25722 0,631878 0,620763 
15-2-2008 59,775 83,16 29,27 71,47 50,13 1,26124 0,632802 0,62126 
14-2-2008 60,58 85,46 30,07 71,67 50,585 1,26408 0,634055 0,622238 
13-2-2008 60,225 81,975 30,14 72,085 49,965 1,26326 0,633577 0,622066 
12-2-2008 58,525 82,495 29,88 71,6 49,415 1,26242 0,634595 0,620113 
11-2-2008 58,925 80,115 29,365 70,25 48,91 1,26233 0,638948 0,617023 
8-2-2008 58,155 79,535 29,76 70,03 48,875 1,26472 0,642297 0,616759 
7-2-2008 58,65 79,34 30,28 69,165 49,055 1,26498 0,642986 0,617182 
6-2-2008 59,605 80,295 30,37 67,35 49,205 1,26551 0,642046 0,61795 
5-2-2008 57,86 80,155 30,595 68,025 48,865 1,26608 0,641898 0,61906 
4-2-2008 60,45 81,535 31,825 68,935 49,985 1,26413 0,644437 0,619459 
1-2-2008 61,6 81,37 33,85 68,53 50,405 1,26212 0,645038 0,619051 
31-1-2008 59,825 80,005 33,01 67,395 50,07 1,26546 0,646194 0,619252 
30-1-2008 54,26 79,125 33,095 67,98 50,1 1,26716 0,648816 0,620444 
