 IBDRY ENLAY HSEA DEO TSCDF WFC PEP NVS DTE.DE GPDNF BP RBS PG JNJ GE C VZ NTT EOAN.DE OR.PA GBPEUR USDEUR CHFEUR EURJPY 
19-2-2013 21.235 3.87 25.78 119.91 5.79 35.175 74.535 69.495 8.475 70.69 41.515 10.71 77.13 76.48 23.58 44.33 44.485 22.43 13 120.125 1.18226 0.760199 0.817852 128.23 
15-2-2013 20.54 3.825 25.755 119.965 5.625 35.19 73.095 69.235 8.37 68 41.95 10.735 76.585 75.835 23.39 44.07 44.39 22.015 13.055 119.625 1.18089 0.760059 0.816655 128.25 
14-2-2013 20.605 3.87 25.725 119.54 5.73 35.09 72.35 68.58 8.395 66.82 42.12 10.815 76.61 75.735 23.3 44.085 44.445 22.385 13.085 118.5 1.18399 0.763584 0.815141 128.016 
13-2-2013 20.735 3.95 25.66 118.725 5.67 35.235 71.675 68.695 8.37 68.035 42.595 11.01 76.28 75.62 23.26 44.22 44.49 22.385 13.15 118.875 1.18681 0.76583 0.814071 127.848 
12-2-2013 21.015 3.97 25.63 118.255 5.68 35.385 72.255 68.425 8.34 67.825 43.21 11.1 76.06 75.64 22.565 43.75 44.395 22.105 13.18 118.9 1.1848 0.767424 0.813112 128.421 
11-2-2013 20.505 3.905 25.605 117.71 5.685 35.155 72.42 68.215 8.245 68.095 42.825 10.7 75.52 75.275 22.43 42.945 44.28 22.07 13.1 116.975 1.17705 0.767988 0.81195 129.423 
8-2-2013 20.18 3.87 25.595 119.28 5.77 34.8 72.67 68.115 8.315 68.45 43.23 10.795 76.02 75.17 22.505 42.825 44.39 22.095 13.06 115.975 1.17271 0.768676 0.814809 129.224 
7-2-2013 20.185 3.91 25.625 118.225 5.625 34.75 72.745 68.18 8.245 67.115 43.42 10.575 76.105 74.94 22.39 42.905 44.435 21.635 13.015 115.6 1.17023 0.767261 0.818797 129.432 
6-2-2013 19.735 3.99 25.61 117.5 5.565 34.845 72.93 68.755 8.15 67.915 43.75 10.695 75.615 74.955 22.405 42.775 44.565 21.1 12.73 114.4 1.16735 0.766075 0.820273 130.009 
5-2-2013 19.43 4.06 25.54 117.97 5.56 34.975 72.895 68.515 8.095 68.93 44.22 10.63 76.005 74.645 22.535 42.775 44.71 20.985 12.67 114.625 1.16792 0.764412 0.821183 129.211 
4-2-2013 19.665 4.05 25.58 118.91 5.605 34.81 72.535 68.215 8.165 68.93 43.815 10.45 75.375 73.905 22.385 42.535 44.385 21.215 12.8 113.975 1.16785 0.764412 0.82255 128.279 
1-2-2013 19.21 4.24 25.555 120.675 5.49 35.1 72.84 68.26 8.21 71 44.72 10.775 75.57 74.25 22.48 42.71 44.475 21.065 12.65 112.775 1.16665 0.762409 0.822765 128.284 
31-1-2013 18.915 4.295 25.47 119.4 5.545 34.89 73.025 68.085 8.16 70.2 44.69 10.865 74.965 74.07 22.29 41.955 43.67 21.07 12.685 112.525 1.17 0.763899 0.822621 127.86 
30-1-2013 19.645 4.3 25.485 117.765 5.59 34.885 73.15 68.02 8.275 70.2 45.17 11.05 75.075 74.405 22.39 41.97 43.65 20.79 13.07 114.075 1.17116 0.763815 0.822427 128.455 
29-1-2013 19.535 4.305 25.485 118.02 5.73 35.19 72.705 67.85 8.11 70.14 44.88 10.9 74.415 74.13 22.49 42.275 43.16 20.755 12.75 111.275 1.17146 0.763165 0.821535 129.56 
28-1-2013 19.105 4.24 25.515 117.27 5.785 35.05 72.485 67.6 8.04 70 44.205 11.595 73.71 73.715 22.4 42.605 42.675 20.685 12.69 109.95 1.17278 0.764152 0.820265 130.232 
25-1-2013 19.655 4.21 25.515 117.585 5.725 35.13 72.39 67.175 8.195 70.8 44.09 11.615 72.5 73.495 22.21 42.98 42.575 20.735 13 112.2 1.17137 0.765108 0.820273 129.771 
24-1-2013 20.035 4.145 25.53 117.64 5.715 35.17 72.145 67.33 8.27 69.37 44.205 11.525 70.525 73.035 22.07 42.62 42.825 20.835 13.17 110.625 1.17367 0.767352 0.821378 129.021 
23-1-2013 19.65 4.095 25.57 118.34 5.74 34.995 72.015 67.805 8.245 68.015 44.11 11.445 70.25 72.69 21.89 41.88 42.78 21.165 13.085 109.9 1.17841 0.769331 0.823172 127.736 
22-1-2013 19.79 4.12 25.565 116.81 5.7 34.88 72.235 64.9 8.305 67.55 43.64 11.565 69.865 72.815 22.05 41.32 42.955 21.14 13.055 111.15 1.17959 0.772918 0.823344 124.847 
18-1-2013 20.245 4.1 25.535 117.41 5.765 34.79 72.335 65.63 8.49 66.75 44.05 11.435 69.835 73.01 21.89 41.425 42.305 21.14 13.215 112.025 1.17835 0.778941 0.822744 120.959 
17-1-2013 20.64 4.205 25.515 116.97 5.89 35.075 71.885 65.85 8.57 66.85 44.245 11.36 69.65 72.69 21.33 41.26 41.94 21.245 13.34 111.475 1.17996 0.77935 0.82239 119.654 
16-1-2013 20.365 4.205 25.5 115.6 5.825 35.1 71.53 65.345 8.57 66.85 44.155 11.15 69.405 72.535 21.13 42.55 41.775 21.235 13.39 111.9 1.18396 0.779228 0.82209 119.832 
15-1-2013 20.01 4.285 25.5 115.595 5.79 34.9 71.305 64.94 8.645 66.08 44.27 11.415 69.555 72.22 21.11 42.255 42.26 21.405 13.055 108.875 1.18621 0.780263 0.821823 120.379 
14-1-2013 20.205 4.245 25.51 115.15 5.705 34.79 71.095 65.4 8.635 66.08 44.4 11.79 69.6 72.58 21.155 42.13 42.79 21.105 12.665 108.375 1.18503 0.780674 0.821331 120.678 
11-1-2013 20.135 4.275 25.51 115.825 5.74 34.855 70.725 65.46 8.715 66.745 44.73 11.59 69.155 72.37 21.13 42.375 43.39 21.025 12.56 108.65 1.18287 0.780992 0.820624 120.745 
10-1-2013 20.21 4.2 25.49 115.035 5.695 35.145 70.54 65.17 8.715 65.93 44.73 11.545 68.985 72.06 21.095 42.52 43.28 21.155 12.58 110.025 1.18054 0.779261 0.820141 121.185 
9-1-2013 20.515 4.135 25.51 115.57 5.695 34.905 69.805 64.385 8.72 65.18 44 11.23 68.86 71.675 21 42.53 42.975 21.035 12.755 109.75 1.17728 0.775242 0.819061 121.813 
8-1-2013 20.205 4.105 25.505 116.15 5.665 34.61 69.475 64.47 8.95 65.365 43.335 10.825 68.565 71.45 20.9 42.25 43.65 21.15 12.94 110.3 1.17328 0.770814 0.818325 122.662 
7-1-2013 21.12 4.135 25.43 116.45 5.67 34.72 69.425 64.245 9.05 64.995 43.36 10.77 68.65 71.36 21.09 42.26 44.44 21.14 12.795 110.85 1.17233 0.771428 0.818325 123.004 
4-1-2013 21.64 4.17 25.44 116.635 5.665 34.745 69.365 64.09 9.04 64.96 43.63 10.765 68.925 71.37 21.19 42.085 44.055 21.045 12.97 111.4 1.17134 0.774186 0.818496 123.322 
3-1-2013 22.055 4.19 25.415 117.47 5.66 34.825 69.265 63.705 9.04 65.45 42.825 10.75 69.22 70.725 21.27 41.27 44.105 21.23 13.505 113.475 1.16975 0.774217 0.818296 123.149 
2-1-2013 22.075 4.235 25.47 118.425 5.66 34.905 69.06 63.8 8.985 66.685 42.27 10.935 68.87 70.66 21.37 41.05 44.175 21.25 13.18 111.875 1.16816 0.773338 0.817864 123.061 
31-12-2012 21.96 4.11 25.455 116.2 5.6 33.98 67.92 63.1 8.93 66 41.375 10.73 67.4 69.645 20.63 39.125 42.88 20.985 13.16 111.375 1.16385 0.770151 0.817313 123.428 
28-12-2012 22.255 4.1 25.495 116.455 5.63 34.05 68.35 63.065 8.875 66 41.295 10.475 67.485 69.745 20.57 39.01 43.115 21.04 13.32 110.925 1.1556 0.767305 0.813118 124.591 
27-12-2012 21.67 4.17 25.485 116.685 5.59 34.05 68.555 63.21 8.82 66.025 41.565 10.525 67.785 70.1 20.645 39.235 43.27 21.08 13.37 110 1.15245 0.770537 0.810609 124.649 
26-12-2012 21.415 4.1 25.925 116.78 5.61 34.41 69.005 63.095 8.85 65.41 41.81 10.31 68.145 70.12 20.825 39.465 43.52 21.245 13.625 109.225 1.14621 0.768443 0.810449 124.966 
24-12-2012 21.71 4.09 25.93 116.895 5.615 34.66 69.305 62.87 8.915 65.41 41.825 10.285 68.465 70.17 20.855 39.355 43.48 21.55 13.885 109.05 1.14446 0.768066 0.809488 125.25 
21-12-2012 21.72 4.105 25.88 117.325 5.64 34.54 69.66 63.005 8.965 65.51 41.9 10.2 69.1 70.405 20.775 39.075 43.61 21.565 13.995 108.9 1.14705 0.768937 0.808643 124.971 
20-12-2012 21.765 4.145 25.89 120.145 5.64 34.76 69.96 63.635 8.965 65.94 42.12 10.365 69.775 70.695 21.055 39.74 43.545 21.66 13.92 109.075 1.14953 0.768443 0.809454 124.073 
19-12-2012 21.91 4.085 25.865 119.61 5.62 34.815 70.25 64.135 8.99 65.06 42.1 10.29 69.38 70.97 21.315 39.71 43.645 21.485 13.87 107.625 1.15447 0.767457 0.81184 122.411 
18-12-2012 21.65 4.065 25.85 119.09 5.595 34.835 70.385 63.765 8.955 65.06 41.915 10.005 69.855 70.8 21.66 39.36 43.8 21.485 13.875 106.6 1.15922 0.767758 0.813903 121.709 
17-12-2012 21.79 4.02 25.84 118.71 5.62 33.85 70.34 63.42 8.97 65.83 41.475 9.745 69.885 70.98 21.82 38.48 44.08 21.47 14.055 105.625 1.15932 0.767758 0.815379 121.577 
14-12-2012 22.07 3.96 25.795 118.38 5.69 33.17 70.23 63.05 9.06 65.545 41.315 9.745 70.125 70.675 21.655 37.405 44.51 21.755 14.255 104.6 1.15621 0.768432 0.815326 121.687 
13-12-2012 21.865 3.92 25.815 118.315 5.77 33.415 70.28 63.18 9.085 66.43 41.47 9.695 70.27 70.81 21.735 37.485 44.585 21.665 14.285 104.15 1.15558 0.765857 0.816158 121.605 
12-12-2012 21.69 3.885 25.855 119.03 5.755 33.64 70.455 63.365 9.12 65.705 41.66 9.745 70.8 71.11 21.76 37.465 44.68 22.17 14.385 104.625 1.15643 0.763025 0.819438 120.78 
11-12-2012 21.47 3.81 25.9 119.36 5.605 33.245 70.49 63.205 9.045 65.58 41.255 9.59 70.555 71.185 21.555 37.195 44.295 22.125 14.34 105.1 1.15789 0.764715 0.82096 120.186 
10-12-2012 21.355 3.715 25.91 121.05 5.62 33.185 70.165 62.575 8.83 64.52 41.12 9.58 70.225 70.53 21.43 37.265 44.19 22.12 14.205 104.325 1.15466 0.762363 0.81911 121.661 
7-12-2012 21.465 3.775 25.91 120.18 5.7 33.175 70.06 62.26 8.805 63.55 41.055 9.59 70.255 70.19 21.36 37.53 44.205 22.005 14.335 104.55 1.14717 0.757552 0.814985 123.642 
6-12-2012 21.48 3.83 25.925 119.4 5.61 33.04 69.885 62.465 8.81 65 41.3 9.665 69.84 70.07 21.235 36.64 44.29 22.175 14.46 105.1 1.15001 0.757231 0.814467 123.313 
5-12-2012 21.49 3.875 25.925 119.525 5.655 32.945 69.695 62.44 8.74 65 41.13 9.61 69.48 69.935 21.11 36.085 43.945 22.145 14.425 106.375 1.14982 0.752396 0.811757 124.084 
4-12-2012 21.985 3.855 25.915 119.65 5.595 32.625 69.835 62.515 8.72 65 40.945 9.51 69.46 69.97 20.86 34.29 43.89 22.1 14.3 106.425 1.1517 0.747721 0.81037 125.156 
3-12-2012 21.32 3.78 25.91 119.655 5.49 32.99 70.105 62.405 8.6 63.6 41.44 9.42 69.715 69.64 21.015 34.56 44.265 22.145 14.09 104.9 1.15859 0.748927 0.810956 125.188 
30-11-2012 21.505 3.76 25.91 119.35 5.465 33.03 70.045 62.06 8.6 63.6 41.55 9.5 69.63 69.55 21.15 34.73 44.055 22.375 14.09 105.075 1.16042 0.749013 0.811468 125.207 
29-11-2012 20.85 3.785 25.895 119.94 5.45 33.135 70.405 61.975 8.625 62.75 41.4 9.56 69.465 69.305 21.155 35.33 43.79 22.935 14.075 105.45 1.16044 0.747896 0.811828 124.937 
28-11-2012 22.195 3.685 25.85 119.92 5.415 32.485 70.2 60.99 8.655 63.225 41.04 9.37 69.32 68.99 20.825 34.56 43.09 22.93 14.11 105.275 1.15939 0.745435 0.811049 125.188 
27-11-2012 22.04 3.685 25.82 120.23 5.41 32.81 70.055 60.665 8.64 63.5 41.515 9.465 69.195 68.94 21.025 35.42 43.1 22.665 14.01 105.5 1.16258 0.743912 0.81035 125.804 
26-11-2012 21.89 3.74 25.825 119.75 5.41 32.85 69.825 60.49 8.64 63.5 41.55 9.11 69.31 69.16 20.97 35.6 43.275 22.405 14.01 105.5 1.16945 0.746094 0.812086 125.479 
23-11-2012 22.025 3.745 25.87 120.395 5.465 32.965 69.93 60.555 8.64 62.6 41.9 9.4 69.16 69.255 20.885 35.96 43.465 22.33 14.01 105.475 1.17829 0.747558 0.81463 124.234 
21-11-2012 21.995 3.665 25.815 117.495 5.43 32.735 69.04 59.35 8.61 62.6 41.43 9.205 68.235 69.665 20.655 35.835 42.975 22.475 14.16 104.95 1.17467 0.745699 0.814571 124.706 
20-11-2012 21.66 3.575 25.735 117.435 5.48 32.745 68.625 58.925 8.59 62.85 41.21 9.105 68.125 69.425 20.53 36.045 42.69 22.76 14.26 104.75 1.15962 0.739956 0.812138 126.501 
19-11-2012 21.67 3.54 25.71 115.97 5.53 32.38 68.48 59.485 8.585 63 40.995 9.075 67.39 69.425 20.555 36.06 42.245 22.58 14.28 104.475 1.15824 0.738523 0.81184 126.363 
16-11-2012 21.245 3.455 25.655 114.16 5.545 31.7 68.145 58.885 8.535 61.78 39.89 8.855 66.555 68.89 20.03 34.74 41.085 22.365 14.235 103.725 1.16038 0.737956 0.811829 125.685 
15-11-2012 20.79 3.54 25.645 114.305 5.545 31.67 68.015 59.115 8.46 61.78 40.57 8.965 66.415 68.96 20.065 35.405 42.045 22.275 14.16 103.9 1.15426 0.73475 0.808487 126.239 
14-11-2012 20.765 3.535 25.69 114.9 5.525 31.76 68.375 59.855 8.575 61.78 40.485 8.745 66.675 69.395 20.35 35.675 42.51 22.85 14.155 104.25 1.15611 0.734647 0.808134 125.539 
13-11-2012 20.645 3.475 25.73 115.185 5.47 32.275 68.84 60.21 8.58 63.5 40.675 8.715 67.185 69.755 20.76 36.35 42.8 22.865 14.15 104.75 1.16686 0.737973 0.808051 123.37 
12-11-2012 20.405 3.47 25.725 114.47 5.495 32.39 68.77 60.27 8.52 63.095 40.9 8.73 67.155 69.68 21.01 36.35 42.72 22.97 14.21 105.7 1.16686 0.74076 0.804752 122.714 
9-11-2012 20.065 3.505 25.76 114.45 5.485 32.475 68.855 60.415 8.415 63 40.965 8.55 67.11 69.845 21 35.96 42.615 23.33 14.03 105.775 1.16881 0.743275 0.802908 122.096 
8-11-2012 19.595 3.47 25.75 114.49 5.405 32.825 68.95 60.3 8.365 62.4 41.32 8.72 67.495 70.035 21.035 36.3 42.83 22.665 13.77 104.85 1.1712 0.743162 0.801559 122.294 
7-11-2012 19.645 3.58 25.775 116.33 5.425 33.285 68.97 60.06 8.355 61.75 41.79 8.76 68.33 70.345 21.295 36.895 43.515 22.515 13.91 105.2 1.17811 0.74556 0.803715 121.152 
6-11-2012 19.755 3.66 25.81 115.805 5.445 34.205 69.185 60.22 8.585 61.6 42.755 8.96 68.68 71.255 21.615 37.965 44.275 22.415 13.945 105.3 1.18752 0.750387 0.807139 118.652 
5-11-2012 19.945 3.67 25.805 114.6 5.425 33.805 68.7 60.41 8.615 61.6 42.195 8.86 68.785 70.735 21.335 37.27 44.19 22.26 13.995 104.8 1.18966 0.750851 0.807353 118.19 
2-11-2012 20.005 3.77 25.825 115.53 5.245 34.035 69.35 60.89 8.55 61.5 42.73 9.02 69.415 71.265 21.47 37.835 44.965 22.515 13.815 104.9 1.19012 0.750742 0.805707 118.957 
1-11-2012 19.945 3.76 25.815 116.13 5.195 33.82 69.395 60.655 8.5 60.3 43.09 9.275 69.325 71.365 21.205 37.675 45.155 22.58 13.81 104.775 1.19119 0.750926 0.804386 119.646 
31-10-2012 19.865 3.77 25.755 114.325 5.19 33.96 69.325 60.39 8.49 60.3 43.12 8.95 69.48 70.865 21.145 37.11 44.825 22.77 13.925 105.1 1.19515 0.750658 0.804219 119.439 
26-10-2012 19.945 3.715 25.75 113.925 5.22 33.895 68.935 60.78 8.445 60.3 41.675 8.94 69.875 70.94 21.235 36.895 44.44 23.16 13.915 105.075 1.20268 0.751165 0.806156 118.18 
25-10-2012 19.78 3.73 25.74 114.365 5.145 33.98 68.81 60.945 8.31 60.3 41.765 9.025 70.205 71.275 21.3 37.37 44.35 23.595 13.735 104.45 1.20531 0.751178 0.808492 117.899 
24-10-2012 20.255 3.725 25.755 112.695 5.135 33.925 68.63 61.46 8.36 60.3 41.77 8.93 67.87 70.935 21.35 37.36 44.23 23.55 13.865 104.45 1.20411 0.74865 0.811912 119.075 
23-10-2012 20.66 3.695 25.75 111.5 5.05 33.9 68.81 61.84 8.39 60.3 41.595 8.825 67.695 71.03 21.3 37.05 44.27 23.665 13.94 103.775 1.20632 0.748514 0.818223 119.33 
22-10-2012 20.705 3.83 25.745 113.59 5.05 34.35 69.445 63.22 8.38 60.3 42.76 9.02 68.21 71.81 21.6 37.42 44.81 24.12 13.805 103.5 1.21455 0.754083 0.822726 117.743 
19-10-2012 20.99 3.84 25.785 113.225 5.05 34.315 70.255 63.41 8.415 60.75 43.295 8.99 68.97 71.985 22.2 37.535 45.555 24.305 14 102.975 1.22536 0.763573 0.826891 115.109 
18-10-2012 20.69 3.87 25.785 113.305 5.05 34.62 70.495 63.84 8.345 61.57 43.46 9.185 69.27 71.78 22.94 38.365 45.585 24.42 14.03 102.375 1.22734 0.764455 0.827238 114.452 
17-10-2012 20.17 3.89 25.79 114.59 5.11 34.3 70.44 63.52 8.29 61.8 43.425 9.22 69.075 70.365 22.82 38.02 44.345 24.36 13.98 101.325 1.22827 0.763949 0.827238 114.673 
16-10-2012 20.03 3.81 25.865 114.955 5.085 33.815 70.565 62.79 8.245 61.8 42.13 8.975 69.025 69.41 22.725 36.825 44.49 24.405 14.055 100.33 1.22974 0.765382 0.827379 114.974 
15-10-2012 19.61 3.67 25.885 113.97 5.04 33.865 70.07 62.24 8.275 61.8 41.49 8.6 68.43 68.53 22.595 35.95 44.235 23.77 13.985 99.275 1.23126 0.763888 0.827232 114.913 
12-10-2012 19.885 3.665 25.85 113.67 5.06 34.035 70.305 61.715 8.34 61.8 41.84 8.72 68.165 68.155 22.56 35.155 44.99 24.24 14.14 98.805 1.2324 0.759234 0.827021 114.701 
11-10-2012 19.775 3.65 25.865 113.575 5.105 35.365 70.33 61.695 8.33 62.25 42.27 8.79 68.105 68.08 22.595 35.76 45.56 24.23 14.42 99.555 1.23064 0.756416 0.827775 114.883 
10-10-2012 19.505 3.6 25.845 112.995 5.08 35.185 70.73 61.71 8.335 62.25 41.96 8.405 68.445 68.235 22.575 34.885 46.005 23.99 14.89 99.125 1.22898 0.757649 0.828361 114.112 
9-10-2012 19.13 3.615 25.9 113.775 5.19 35.46 71.275 62.295 8.365 62.25 42.175 8.245 68.9 68.535 22.785 34.8 46.335 24.305 16.595 99.005 1.22483 0.757103 0.82826 113.679 
8-10-2012 19.255 3.675 25.9 115.175 5.15 35.785 71.135 62.715 8.355 62.25 42.095 8.315 69.185 69.41 22.92 34.56 46.805 24.62 16.435 97.615 1.22128 0.756101 0.827976 113.564 
5-10-2012 19.58 3.72 25.87 116.26 5.22 35.99 71.145 62.79 8.54 62.55 42.4 8.505 69.63 69.53 23.09 35.17 47.07 24.62 16.77 96.645 1.22007 0.756138 0.82781 113.113 
4-10-2012 19.675 3.645 25.83 116.21 5.22 35.725 70.88 62.475 8.58 63.1 42.255 8.445 69.545 69.255 22.91 34.68 46.845 24.48 17.08 97.09 1.22266 0.757911 0.828237 112.068 
3-10-2012 20.085 3.66 25.84 113.96 5.175 35.28 70.725 61.92 8.62 63.1 42.375 8.36 69.135 69.025 22.85 33.555 46.11 24.37 17.27 98.24 1.22393 0.758185 0.828181 111.685 
2-10-2012 20.015 3.655 25.715 113.88 5.215 34.705 70.655 62.16 8.58 63.1 42.525 8.335 69.12 68.96 22.85 33.125 45.845 24.59 17.445 99.085 1.22548 0.758118 0.828075 111.342 
1-10-2012 20.46 3.62 25.72 114.195 5.155 34.865 70.88 61.875 8.68 63.1 42.52 8.56 69.435 69.185 22.855 33.145 47.085 24.2 17.525 99.82 1.22729 0.757299 0.828163 111.207 
28-9-2012 20.61 3.52 25.72 112.5 5.24 34.665 70.575 61.36 8.865 63.1 42.48 8.335 69.03 68.77 22.79 32.825 45.48 23.76 17.55 98.725 1.22846 0.755349 0.8279 111.561 
27-9-2012 20.505 3.625 25.665 112.96 5.27 34.61 70.56 61.37 8.87 63.1 42.85 8.355 69.31 69.12 22.495 32.945 45.715 24.275 17.63 98.675 1.22872 0.756051 0.82767 111.405 
26-9-2012 20.6 3.63 25.66 112.52 5.18 34.545 70.7 61 8.805 63.65 42.625 8.26 69.575 69.23 22.16 32.34 45.705 24.14 17.55 98.105 1.23015 0.758971 0.827726 110.603 
25-9-2012 20.6 3.76 26.085 113.46 5.18 35.17 70.645 61.66 8.825 64.5 43.3 8.685 69.755 69.325 22.485 33.375 45.835 23.945 17.525 97.26 1.2295 0.75973 0.82767 110.268 
24-9-2012 20.56 3.83 26.085 111.685 5.14 34.975 70.64 61.39 8.785 63.6 43.045 8.765 69.545 69.005 22.375 33.49 45.675 24.405 17.505 97.025 1.23078 0.761586 0.827279 109.659 
21-9-2012 20.54 3.84 26.11 111.43 5.15 35.125 70.985 61.24 8.785 65 43.18 8.955 69.605 69.1 22.575 33.955 45.72 24.39 17.635 97.44 1.23537 0.765977 0.825987 108.615 
20-9-2012 20.35 3.81 26.04 110.98 5.025 35.04 71.17 60.445 8.835 64.5 43.04 8.61 69.375 68.66 22.295 33.625 45.285 24.52 17.82 96.575 1.23905 0.768989 0.825717 107.492 
19-9-2012 20.145 3.835 26.025 110.715 5.05 35.54 70.84 60.375 8.89 64.35 43.06 8.675 69.3 68.76 22.37 34.21 45.175 23.64 18.165 97.85 1.24147 0.772422 0.827114 106.687 
18-9-2012 20.685 3.8 26.02 111.32 5.12 35.375 70.615 60.085 8.97 63.8 42.82 8.66 69.4 68.37 22.1 33.66 44.69 22.995 18.325 99.98 1.24195 0.774053 0.828101 106.492 
17-9-2012 20.73 3.92 26.045 109.16 5.2 35.65 70.54 60.245 9.035 63.8 43.625 8.9 69.055 68.35 21.975 34.285 44.455 23.135 18.47 100.7 1.23833 0.77107 0.827205 106.959 
14-9-2012 21.325 3.92 26.095 108.775 5.175 36.08 70.645 59.935 9.075 63.8 43.755 9.085 68.995 68.495 22.175 34.865 44.765 23.3 18.5 100.375 1.23248 0.765791 0.825413 107.499 
13-9-2012 21.315 3.81 26.005 108.68 5.12 34.885 70.535 59.74 9.08 63.3 43.18 8.95 68.435 68.585 21.995 33.57 45.235 22.96 18.52 101.275 1.23063 0.764271 0.824805 107.442 
12-9-2012 20.405 3.77 26.03 107.335 4.965 34.33 70.84 59.395 9.015 62.6 42.535 8.825 68.32 68.245 21.795 33.2 44.455 22.905 18.31 99.43 1.23186 0.76592 0.826968 107.227 
11-9-2012 19.415 3.635 26.055 108.965 5 34.335 71.72 59.595 9.115 63 42.56 8.465 68.365 68.365 21.545 32.905 44.25 23.045 18.245 97.3 1.23226 0.768317 0.82905 107.203 
10-9-2012 19.49 3.56 26.15 108.54 5.05 34.765 71.925 59.2 9.235 62.74 42.07 8.085 68.35 68.15 21.54 32.185 44.03 22.905 18.19 96.555 1.23407 0.770595 0.830012 106.866 
7-9-2012 19.41 3.58 26.325 109.525 5.05 34.965 72.25 59.81 9.31 62.2 41.52 7.81 68.29 67.765 21.445 31.925 43.825 22.93 18.14 95.76 1.23665 0.772235 0.830736 106.247 
6-9-2012 19.195 3.415 26.3 112.24 5.025 34.46 72.08 59.78 9.245 62.2 40.875 7.36 67.925 67.905 21.085 30.515 43.99 22.78 18.045 95.4 1.23769 0.772873 0.830683 106.095 
5-9-2012 19.185 3.295 26.295 110.975 5.09 33.875 71.725 59.175 9.3 62.2 40.595 7.085 67.375 67.505 20.64 29.76 43.925 22.7 18.22 96.5 1.23633 0.771148 0.830462 106.509 
4-9-2012 19.595 3.29 26.21 111.265 5.155 33.93 72.325 58.565 9.39 62.2 41.85 7.055 67.24 67.255 20.585 29.8 43.28 22.88 18.365 97.085 1.23582 0.771148 0.830462 106.704 
31-8-2012 19.645 3.23 26.21 109.745 5.075 34.065 72.475 59.125 9.415 62.2 42.145 7.16 67.17 67.53 20.72 29.865 42.885 23.095 18.425 97.4 1.23743 0.773144 0.830323 106.612 
30-8-2012 19.1 3.12 26.21 110.4 5.22 33.93 72.33 58.985 9.545 63.1 41.895 7.08 66.78 67.13 20.7 29.575 42.74 23.205 18.655 97.135 1.24188 0.778999 0.83024 105.726 
29-8-2012 19.275 3.165 26.19 109.145 5.315 34.175 72.985 59.055 9.775 63.1 42.11 7.06 66.99 67.445 20.88 29.62 43.02 23.505 18.65 97.23 1.24387 0.781931 0.830263 104.784 
28-8-2012 19 3.155 26.17 108.365 5.445 34.06 73.125 59.335 9.785 63.1 42.12 7.09 67.035 67.46 20.84 29.6 42.66 23.42 18.625 97.975 1.24404 0.781931 0.830081 104.062 
27-8-2012 18.27 3.145 26.24 108.24 5.355 34.085 73.295 59.565 9.59 63.4 42.35 7.13 67.115 67.72 20.87 29.75 42.895 23.845 18.485 97.255 1.24566 0.783608 0.829976 103.721 
24-8-2012 18.21 3.145 26.315 108.045 5.33 33.985 72.92 60.015 9.675 63.4 42.1 7.06 66.755 67.495 20.725 29.48 42.715 24.03 18.66 97.465 1.24494 0.78452 0.830329 103.394 
23-8-2012 18.825 3.115 26.34 107.495 5.41 34.05 72.745 59.845 9.765 62.83 42.41 7.295 66.71 67.755 20.71 30.025 42.37 23.94 18.815 97.845 1.24426 0.784696 0.830486 102.5 
22-8-2012 18.81 3.155 26.31 106.6 5.5 34.285 72.77 60.095 9.735 63.2 42.475 7.465 66.685 67.73 20.79 30.59 42.87 23.93 18.91 97.07 1.24831 0.786437 0.830486 101.341 
21-8-2012 19.49 3.185 26.295 106.15 5.55 34.43 73.24 60.35 9.835 62 42.555 7.47 66.91 67.935 20.925 30.63 43.29 23.89 19.025 97.695 1.25019 0.787204 0.829833 100.902 
20-8-2012 19.335 3.125 26.305 106.18 5.5 34.09 73.185 60.005 9.97 62 42.57 7.24 66.8 67.755 20.925 29.42 43.85 23.755 18.97 96.895 1.25 0.786449 0.82936 101.34 
17-8-2012 19.655 3.155 26.305 105.95 5.57 34.13 73.385 60.1 10 60.75 42.76 7.285 66.965 67.845 20.995 28.945 44.1 23.94 19.105 97.435 1.25159 0.785857 0.829263 101.34 
16-8-2012 19.165 3.1 26.335 106.995 5.545 33.99 73.005 60.355 9.915 62 42.605 7.175 66.725 68.235 20.98 28.625 43.99 24.165 18.99 97.155 1.25158 0.783008 0.82884 102.096 
15-8-2012 19.525 3 26.285 107.485 5.56 34.005 72.28 60.03 9.74 60.25 42.4 6.99 66.74 68.57 20.91 28.76 44.14 24.22 19.1 97.215 1.24912 0.781087 0.828386 102.617 
14-8-2012 19.435 3.025 26.185 107.085 5.585 34.045 71.985 59.45 9.615 59.5 42.32 7.01 66.59 68.625 21.005 28.935 44.24 23.955 19.075 97.63 1.24907 0.781252 0.828386 102.75 
13-8-2012 19.8 3.025 26.16 106.51 5.575 33.81 71.97 58.74 9.695 60.5 42.195 7.015 66.55 68.36 20.97 28.845 44.35 23.795 19.26 97.315 1.24886 0.780271 0.828583 103.022 
10-8-2012 19.89 3.015 26.26 106.505 5.555 33.745 71.925 58.63 9.745 60.5 42.13 6.99 66.49 68.415 21.02 28.67 44.27 23.82 19.485 97.64 1.24741 0.776375 0.828439 103.4 
